Row ID,Purchase Order Description,Purchase Order (Contract) Number,Revision Number,Specification Number,Contract Type,Start Date,End Date,Approval Date,Department,Vendor Name,Vendor ID,Address 1,City,State,Zip,Award Amount,Procurement Type,Start Date Year,End Date Year,Contract_Duration_Days,Approval_Delay_Days,Is_Zero_Award,Is_Negative_Modification,Is_High_Value,Award_Category,Vendor_Key,Revision_Count_Per_Contract
4766,DFSS-CORP-HL-PBTH:,175239,2,1236413,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"UNITY PARENTING & COUNSELING, INC.",62578112M,600 W CERMAK RD # 300,CHICAGO,IL,60616,"$120,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"UNITY PARENTING & COUNSELING, INC.|62578112M",3
4767,DFSS-CDBG-HL-SOES:,174881,2,1236107,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,FEATHERFIST,93441487X,2255 E 75TH STREET EFT ST,CHICAGO,IL,60649,"$433,918",UNKNOWN,2022,2024,1095,719,0,0,1,Large,FEATHERFIST|93441487X,3
4768,DFSS-CDBG-SS-HDM:,174517,1,1221515,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"OPEN KITCHENS, INC.",105458663T,2121 S RACINE AVE,CHICAGO,IL,60608,"$1,800,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"OPEN KITCHENS, INC.|105458663T",2
4769,DFSS-ESG-HL-ESH:,174627,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NIGHT MINISTRY,50130252P,4711 N RAVENSWOOD AVENUE EFT,CHICAGO,IL,60640-4407,"$482,344",UNKNOWN,2022,2024,1095,719,0,0,1,Large,NIGHT MINISTRY|50130252P,3
4770,DFSS-CORP-HL-ESH:,221916,1,1263475,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,FEATHERFIST,93441487X,2255 E 75TH STREET EFT ST,CHICAGO,IL,60649,"$163,600",UNKNOWN,2023,2024,730,354,0,0,1,Large,FEATHERFIST|93441487X,2
4771,DFSS-CORP-HL-SOES:,174891,2,1236107,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,LEGAL COUNCIL FOR HEALTH JUSTICE,96825815P,180 N MICHIGAN AVENUE EFT,CHICAGO,IL,60601,"$252,550",UNKNOWN,2022,2024,1095,719,0,0,1,Large,LEGAL COUNCIL FOR HEALTH JUSTICE|96825815P,3
4772,DFSS-CDBG-HL-BSO:,174900,2,1236107,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SARAH'S CIRCLE,99253746H,4750 N SHERIDAN RD # 220,CHICAGO,IL,60640,"$258,500",UNKNOWN,2022,2024,1095,719,0,0,1,Large,SARAH'S CIRCLE|99253746H,3
4773,DFSS-IDHS-HL-INTHS:,174632,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NIGHT MINISTRY,50130252P,4711 N RAVENSWOOD AVENUE EFT,CHICAGO,IL,60640-4407,"$116,256",UNKNOWN,2022,2024,1095,719,0,0,1,Large,NIGHT MINISTRY|50130252P,3
4774,DFSS-CORP-YS-OST:,210694,1,1247493,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,URBAN INITIATIVES INC NFP,102462366H,650 WEST LAKE STREET,CHICAGO,IL,60661,"$32,000",UNKNOWN,2023,2024,730,354,0,0,0,Medium,URBAN INITIATIVES INC NFP|102462366H,4
4775,DFSS-CORP-HL-SPC:,182726,2,1241882,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,OLIVE BRANCH MISSION 01|CLEANED-UP,95162635Z,2636 W MARQUETTE RD,CHICAGO,IL,60629,"$60,000",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,OLIVE BRANCH MISSION 01|CLEANED-UP|95162635Z,4
4776,DFSS-ARP-WS-CRSC:,206554,1,1237610,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CENTERS FOR NEW HORIZONS 01,15427701H,4150 S KING DRIVE EFT,CHICAGO,IL,60653,$0,UNKNOWN,2023,2024,730,354,1,0,0,Depends Upon Requirements,CENTERS FOR NEW HORIZONS 01|15427701H,3
4777,DFSS-CDBG-DV-RIM:,175646,2,1220889,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,FAMILY RESCUE,102667254E,8811 S STONY ISLAND AVE,CHICAGO,IL,60617,"$57,059",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,FAMILY RESCUE|102667254E,3
4778,DFSS-ARP-HS-CASST:,184828,1,1240274,DELEGATE AGENCY,3/9/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SPANISH COALITION FOR HOUSING,93725111T,1922 N PULASKI EFT,CHICAGO,IL,60639,"$10,000",UNKNOWN,2022,2024,1028,652,0,0,0,Medium,SPANISH COALITION FOR HOUSING|93725111T,3
4779,DFSS-ARP-YS-CYSC:,187458,2,1235861,DELEGATE AGENCY,4/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"MIKVA CHALLENGE GRANT FOUNDATION, INC.",102556799M,200 S MICHIGAN AVE,CHICAGO,IL,60604,"$9,522",UNKNOWN,2022,2024,1005,629,0,0,0,Small,"MIKVA CHALLENGE GRANT FOUNDATION, INC.|102556799M",3
4780,DFSS-IDHS-HL-INTHS:,174610,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,OLIVE BRANCH MISSION 01|CLEANED-UP,95162635Z,2636 W MARQUETTE RD,CHICAGO,IL,60629,"$1,117,760",UNKNOWN,2022,2024,1095,719,0,0,1,Large,OLIVE BRANCH MISSION 01|CLEANED-UP|95162635Z,3
4781,DFSS-ARP-HS-CASST:,184827,1,1240274,DELEGATE AGENCY,3/9/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,UNITED AFRICAN ORGANIZATION,105470886E,4910 S DR MARTIN LUTHER KING JR DR FL 1ST,CHICAGO,IL,60615,"$10,000",UNKNOWN,2022,2024,1028,652,0,0,0,Medium,UNITED AFRICAN ORGANIZATION|105470886E,3
4782,DFSS-ARP-YS-CYSC:,187455,2,1235861,DELEGATE AGENCY,4/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,LAWRENCE HALL SCHOOL FOR BOYS,9004844V,FOR BOYS,CHICAGO,IL,60625,"$9,522",UNKNOWN,2022,2024,1005,629,0,0,0,Small,LAWRENCE HALL SCHOOL FOR BOYS|9004844V,4
4783,DFSS-CORP-HL-PSH:,174309,2,1221503,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"LA CASA NORTE, INC",48367455P,3533 W NORTH AVE,CHICAGO,IL,60647,"$475,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"LA CASA NORTE, INC|48367455P",3
4784,DFSS-CORP-HL-SOES:,174882,2,1236107,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,FEATHERFIST,93441487X,2255 E 75TH STREET EFT ST,CHICAGO,IL,60649,"$1,098,676",UNKNOWN,2022,2024,1095,719,0,0,1,Large,FEATHERFIST|93441487X,3
4785,DFSS-ARP-YS-MENT:,212537,1,1248935,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ALTERNATIVE SCHOOLS NETWORK,8509307T,1807 W SUNNYSIDE AVE STE 1D,CHICAGO,IL,60640,$0,UNKNOWN,2023,2024,730,354,1,0,0,Depends Upon Requirements,ALTERNATIVE SCHOOLS NETWORK|8509307T,3
4786,DFSS-ARP-YS-SYEP:,250604,0,1246129,DELEGATE AGENCY,1/1/2024,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,PHALANX FAMILY SERVICES,85554962P,4628 W WASHINGTON BLVD,CHICAGO,IL,60644,"$961,203",RFQ,2024,2024,365,-11,0,0,1,Large,PHALANX FAMILY SERVICES|85554962P,1
4787,DFSS-CDBG-DV-CCMS:,177777,2,1220892,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SARAH'S INN,105458988X,1547 CIRCLE AVENUE EFT,FOREST PARK,IL,60130,"$82,630",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,SARAH'S INN|105458988X,3
4788,DFSS-CORP-HL-PSH:,174313,2,1221503,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"NORTH SIDE HOUSING & SUPPORTIVE SERVICES, INC.",93651840H,3340 N CLARK ST,CHICAGO,IL,60657,"$200,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"NORTH SIDE HOUSING & SUPPORTIVE SERVICES, INC.|93651840H",3
4789,DFSS-IDHS-HL-INTHS:,248491,1,1235949,DELEGATE AGENCY,11/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,FEATHERFIST,93441487X,2255 E 75TH STREET EFT ST,CHICAGO,IL,60649,"$175,200",UNKNOWN,2023,2024,426,50,0,0,1,Large,FEATHERFIST|93441487X,3
4790,DFSS-ARP-YS-CYSC:,187483,2,1235861,DELEGATE AGENCY,4/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,WESTSIDE HEALTH AUTHORITY,22686520T,ATTN: BUSINESS OFFICE/J. REED,CHICAGO,IL,60651,"$9,522",UNKNOWN,2022,2024,1005,629,0,0,0,Small,WESTSIDE HEALTH AUTHORITY|22686520T,3
4791,DFSS-CORP-YS-CYSC:,187490,2,1235861,DELEGATE AGENCY,4/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ENVISION COMMUNITY SERVICES,105474653X,4324 W 63RD ST,CHICAGO,IL,60629,"$28,180",UNKNOWN,2022,2024,1005,629,0,0,0,Medium,ENVISION COMMUNITY SERVICES|105474653X,3
4792,DFSS-CORP-HL-ESH:,174622,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,BOULEVARD OF CHICAGO INC,97791865E,3456 W FRANKLIN BOULEVARD EFT,CHICAGO,IL,60624,"$176,640",UNKNOWN,2022,2024,1095,719,0,0,1,Large,BOULEVARD OF CHICAGO INC|97791865E,3
4793,"PORTABLE CARDIAC MONITOR/DEFIBRILLATORS AND AUTOMATIC EXTERNAL
DEFIBRILLATORS (AED)",243444,0,1235914,"PRO SERV CONSULTING $250,000ORABOVE",12/20/2023,12/19/2028,12/21/2023,CHICAGO FIRE DEPARTMENT,ZOLL MEDICAL CORP,31286790H,32 SECOND AVE,BURLINGTON,MA,UNKNOWN ZIP,"$10,000,000",RFP,2023,2028,1826,1,0,0,1,Large,ZOLL MEDICAL CORP|31286790H,1
4794,DFSS-CTA-HL-OANDE:,214332,1,1263364,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,MCDERMOTT CENTER|CLEANED-UP,87075014A,120 N SANGAMON EFT,CHICAGO,IL,60607,"$2,261,450",UNKNOWN,2023,2024,730,354,0,0,1,Large,MCDERMOTT CENTER|CLEANED-UP|87075014A,3
4795,DFSS-CDBG-DV-LSFVDV:,176407,2,1237196,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,LIFE-SPAN,94659814V,70 E LAKE ST,CHICAGO,IL,60601,"$66,000",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,LIFE-SPAN|94659814V,3
4796,DFSS-CORP-HL-ESH:,174621,3,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ST. LEONARD'S MINISTRIES|CLEANED-UP,33705654T,2100 W WARREN BOULEVARD EFT,CHICAGO,IL,60612,"$400,532",UNKNOWN,2022,2024,1095,719,0,0,1,Large,ST. LEONARD'S MINISTRIES|CLEANED-UP|33705654T,3
4797,DFSS-CDBG-HL-ESH:,174618,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SARAH'S CIRCLE,99253746H,4750 N SHERIDAN RD # 220,CHICAGO,IL,60640,"$409,076",UNKNOWN,2022,2024,1095,719,0,0,1,Large,SARAH'S CIRCLE|99253746H,3
4798,DFSS-CORP-HL-SC:,174493,2,1235939,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ALL CHICAGO MAKING HOMELESSNESS HISTORY,97415498V,651 W WASHINGTON BLVD,CHICAGO,IL,60661,"$860,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,ALL CHICAGO MAKING HOMELESSNESS HISTORY|97415498V,3
4799,DFSS-CDBG-WS-TJP:,177414,2,1221530,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CHICAGO HORTICULTURAL SOCIETY,93824103Z,1000 LAKE COOK ROAD EFT,GLENCOE,IL,60022-0400,"$272,936",UNKNOWN,2022,2024,1095,719,0,0,1,Large,CHICAGO HORTICULTURAL SOCIETY|93824103Z,3
4800,DFSS-CDBG-DV-CCMS:,177782,2,1220892,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"KOREAN AMERICAN COMMUNITY SERVICES, INC.",15141444E,4300 N CALIFORNIA AVENUE EFT,CHICAGO,IL,60618,"$45,000",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,"KOREAN AMERICAN COMMUNITY SERVICES, INC.|15141444E",3
4801,DFSS-IDHS-HL-INTHS:,174619,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SARAH'S CIRCLE,99253746H,4750 N SHERIDAN RD # 220,CHICAGO,IL,60640,"$547,424",UNKNOWN,2022,2024,1095,719,0,0,1,Large,SARAH'S CIRCLE|99253746H,3
4802,DFSS-CORP-HL-SOES:,230663,1,1236107,DELEGATE AGENCY,5/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,MCDERMOTT CENTER|CLEANED-UP,87075014A,120 N SANGAMON EFT,CHICAGO,IL,60607,"$350,152",UNKNOWN,2023,2024,610,234,0,0,1,Large,MCDERMOTT CENTER|CLEANED-UP|87075014A,3
4803,DFSS-ARP-YS-SYEP:,250599,0,1246129,DELEGATE AGENCY,1/1/2024,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,BRIGHTON PARK NEIGHBORHOOD COUNCIL,46806011L,4477 S ARCHER AVE STE 2845,CHICAGO,IL,60632,"$961,203",RFQ,2024,2024,365,-11,0,0,1,Large,BRIGHTON PARK NEIGHBORHOOD COUNCIL|46806011L,1
4804,DFSS-CDBG-DV-RIM:,175650,2,1220889,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,METROPOLITAN FAMILY SERVICE,102603122X,SUITE 1000,CHICAGO,IL,60602,"$156,015",UNKNOWN,2022,2024,1095,719,0,0,1,Large,METROPOLITAN FAMILY SERVICE|102603122X,3
4805,DFSS-CDBG-WS-TJP:,177425,2,1221530,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"LE PENSEUR YOUTH & FAMILY SERVICES, INC.",25954405L,8550 S MANISTEE AVE,CHICAGO,IL,60617-3152,"$180,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"LE PENSEUR YOUTH & FAMILY SERVICES, INC.|25954405L",3
4806,DFSS-CORP-HL-PSH:,174295,2,1221503,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CENTER FOR HOUSING AND HEALTH,94136735V,200 W JACKSON BLVD,CHICAGO,IL,60606,"$1,240,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,CENTER FOR HOUSING AND HEALTH|94136735V,3
4807,DFSS-ARP-DV-LSFGBVS:,196048,2,1242079,DELEGATE AGENCY,5/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ASCEND JUSTICE,105477271H,555 W HARRISON ST,CHICAGO,IL,60607,"$97,460",UNKNOWN,2022,2024,975,599,0,0,0,Medium,ASCEND JUSTICE|105477271H,7
4808,DFSS-CORP-HL-RRP:,174286,2,1221506,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ALL CHICAGO MAKING HOMELESSNESS HISTORY,97415498V,651 W WASHINGTON BLVD,CHICAGO,IL,60661,"$31,268,916",UNKNOWN,2022,2024,1095,719,0,0,1,Large,ALL CHICAGO MAKING HOMELESSNESS HISTORY|97415498V,3
4809,DFSS-ARP-HS-CASST:,184835,2,1240274,DELEGATE AGENCY,3/9/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,YWCA METROPOLITAN CHICAGO,10054278H,180 N WABASH AVE STE 300,CHICAGO,IL,60601,$0,UNKNOWN,2022,2024,1028,652,1,0,0,Depends Upon Requirements,YWCA METROPOLITAN CHICAGO|10054278H,3
4810,DFSS-CSBG-HL-INTHS:,174500,3,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,A SAFE HAVEN FOUNDATION,93145610H,2750 W ROOSEVELT ROAD EFT,CHICAGO,IL,60608,"$1,431,424",UNKNOWN,2022,2024,1095,719,0,0,1,Large,A SAFE HAVEN FOUNDATION|93145610H,3
4811,DFSS-CDBG-DV-SVSE:,174525,2,1220886,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,MUJERES LATINAS EN ACCION,23296996L,2823 W 17TH ST,CHICAGO,IL,60608,"$120,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,MUJERES LATINAS EN ACCION|23296996L,3
4812,DFSS-CORP-HL-BSO:,174895,2,1236107,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,MCDERMOTT CENTER|CLEANED-UP,87075014A,120 N SANGAMON EFT,CHICAGO,IL,60607,"$2,271,840",UNKNOWN,2022,2024,1095,719,0,0,1,Large,MCDERMOTT CENTER|CLEANED-UP|87075014A,3
4813,DFSS-CORP-SS-SSC:,212469,1,1261894,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NORTHWEST SIDE HOUSING CENTER,97390956Z,5233 W DIVERSEY AVENUE EFT,CHICAGO,IL,60638,$0,UNKNOWN,2023,2024,730,354,1,0,0,Depends Upon Requirements,NORTHWEST SIDE HOUSING CENTER|97390956Z,3
4814,DFSS-CDBG-DV-SVSE:,174523,3,1220886,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"APNA GHAR, INC.",23446563X,4753 N BROADWAY STE 632,CHICAGO,IL,60640,"$133,640",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"APNA GHAR, INC.|23446563X",4
4815,DFSS-CORP-HL-PBTH:,175237,2,1236413,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,"LA CASA NORTE, INC",48367455P,3533 W NORTH AVE,CHICAGO,IL,60647,"$300,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,"LA CASA NORTE, INC|48367455P",3
4816,DFSS-CORP-HL-ESH:,221587,1,1234607,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN,99762816V,PO BOX 477916,CHICAGO,IL,60620,"$300,000",UNKNOWN,2023,2024,730,354,0,0,1,Large,CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN|99762816V,2
4817,DFSS-CDBG-WS-TJP:,177420,2,1221530,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,ASSOCIATION HOUSE OF CHICAGO,3676836M,2150 W NORTH AVE,CHICAGO,IL,60647,"$180,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,ASSOCIATION HOUSE OF CHICAGO|3676836M,3
4818,DFSS-CDBG-SS-ICAS:,176303,1,1237189,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,MARILLAC ST. VINCENT FAMILY SERVICES INC DBA ST. VINCENT DEPAUL CENTER,97791861L,212 S FRANCISCO AVENUE EFT,CHICAGO,IL,60612,"$84,000",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,MARILLAC ST. VINCENT FAMILY SERVICES INC DBA ST. VINCENT DEPAUL CENTER|97791861L,2
4819,DFSS-CORP-HL-ESH:,174497,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,A LITTLE BIT OF HEAVEN,105470991Z,11321 S WENTWORTH AVENUE EFT,CHICAGO,IL,60628,"$803,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,A LITTLE BIT OF HEAVEN|105470991Z,3
4820,DFSS-CDBG-DV-RIM:,175651,2,1220889,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,SARAH'S INN,105458988X,1547 CIRCLE AVENUE EFT,FOREST PARK,IL,60130,"$60,000",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,SARAH'S INN|105458988X,3
4821,DFSS-ARP-YS-YIP:,220535,1,1259434,DELEGATE AGENCY,3/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,LAWNDALE CHRISTIAN LEGAL CENTER,94731274A,1530 S HAMLIN AVE,CHICAGO,IL,60623,"$125,000",UNKNOWN,2023,2024,671,295,0,0,1,Large,LAWNDALE CHRISTIAN LEGAL CENTER|94731274A,3
4822,DFSS-CSBG-HL-INTHS:,174527,2,1235949,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CORNERSTONE COMMUNITY OUTREACH,11986037E,939 W WILSON AVE,CHICAGO,IL,60640,"$680,640",UNKNOWN,2022,2024,1095,719,0,0,1,Large,CORNERSTONE COMMUNITY OUTREACH|11986037E,3
4823,DFSS-ARP-YS-CYSC:,187482,2,1235861,DELEGATE AGENCY,4/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,UCAN (ULRICH CHILDRENS ADVANTAGE NETWORK),93262454H,3737 N MOZART ST,CHICAGO,IL,60618,"$9,522",UNKNOWN,2022,2024,1005,629,0,0,0,Small,UCAN (ULRICH CHILDRENS ADVANTAGE NETWORK)|93262454H,3
4824,DFSS-CORP-HL-FUSE:,174283,2,1223276,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,PRIMO CENTER FOR WOMEN & CHILDREN,105460385M,6212 S SANGAMON ST,CHICAGO,IL,60621,"$700,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,PRIMO CENTER FOR WOMEN & CHILDREN|105460385M,3
4825,DFSS-CDBG-SS-ICAS:,176343,1,1237189,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,COALITION OF LIMITED ENGLISH SPEAKING ELDERLY,99822855H,53 W JACKSON BOULEVARD EFT,CHICAGO,IL,60604-3501,"$210,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,COALITION OF LIMITED ENGLISH SPEAKING ELDERLY|99822855H,2
4826,DFSS-IDHS-HL-INTHS:,247897,1,1235949,DELEGATE AGENCY,1/1/2024,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,NEOPOLITAN LIGHTHOUSE C/O,22388968L,PO BOX 24709,CHICAGO,IL,60624,"$73,000",UNKNOWN,2024,2024,365,-11,0,0,0,Medium,NEOPOLITAN LIGHTHOUSE C/O|22388968L,3
4827,DFSS-CDBG-DV-CCMS:,177781,2,1220892,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN,99762816V,PO BOX 477916,CHICAGO,IL,60620,"$43,750",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN|99762816V,3
4828,DFSS-CDBG-DV-MDTSFV:,175656,2,1220502,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN,99762816V,PO BOX 477916,CHICAGO,IL,60620,"$44,600",UNKNOWN,2022,2024,1095,719,0,0,0,Medium,CONNECTIONS FOR ABUSED WOMEN & THEIR CHILDREN|99762816V,3
4829,DFSS-CDBG-HS-EFAFARP:,177105,2,1237763,DELEGATE AGENCY,1/1/2022,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,GREATER CHICAGO FOOD DEPOSITORY,30162645M,4100 W ANN LURIE PL,CHICAGO,IL,60632,"$1,006,000",UNKNOWN,2022,2024,1095,719,0,0,1,Large,GREATER CHICAGO FOOD DEPOSITORY|30162645M,3
4830,DFSS-CORP-HL-INTHS:,214473,1,1263475,DELEGATE AGENCY,1/1/2023,12/31/2024,12/21/2023,DEPARTMENT OF FAMILY AND SUPPORT SERVICES,CASA CENTRAL SOCIAL SERVICES CORPORATION,12727336M,1343 N CALIFORNIA AVE,CHICAGO,IL,60622,"$463,184",UNKNOWN,2023,2024,730,354,0,0,1,Large,CASA CENTRAL SOCIAL SERVICES CORPORATION|12727336M,3
